person_id,gr9_fall_math,gr9_fall_sci,gr9_fall_eng,gr9_fall_hist,gr9_spring_math,gr9_spring_sci,gr9_spring_eng,gr9_spring_hist,gr10_fall_math,gr10_fall_sci,gr10_fall_eng,gr10_fall_hist,gr10_spring_math,gr10_spring_sci,gr10_spring_eng,gr10_spring_hist
787,D,D,D,A,A,A,D,,A,A,F,D,D,A,D,D
789,A,F,,D,,C,A,A,,D,A,D,A,D,A,D
790,A,D,A,A,D,A,A,F,A,A,D,D,C,,A,F
792,A,F,D,D,D,A,,A,A,F,D,D,A,A,A,D
794,D,D,D,A,,A,A,A,D,,A,F,F,A,D,A
796,D,F,D,D,D,D,D,A,A,A,D,A,A,D,A,A
797,A,D,A,C,A,A,A,A,,,F,A,A,A,D,F
798,,,A,D,A,,A,,A,D,D,,A,A,D,D
799,A,D,F,A,A,A,A,,D,,A,D,D,A,D,D
805,D,A,A,D,D,D,A,,A,D,A,A,D,F,A,D
806,A,A,D,A,D,A,D,D,C,A,D,D,A,D,D,A
808,A,A,F,A,A,A,A,D,A,A,A,A,,A,A,A
810,D,F,F,A,A,,D,A,,A,A,,A,C,,A
812,D,,A,F,A,,A,A,A,,F,A,,F,D,D
816,F,F,,D,A,A,A,A,,A,D,A,F,F,A,A
817,A,,D,A,A,A,A,,A,D,A,A,A,A,D,F
819,A,D,A,A,F,C,A,,F,,A,A,A,F,A,C
820,F,A,F,D,F,D,,C,D,,D,D,D,A,D,D
822,D,D,A,D,D,,,A,A,A,D,D,,,F,A
823,D,D,,A,A,A,A,,A,A,D,D,D,A,A,D
824,A,,A,A,A,,A,A,,,,A,A,A,D,D
825,A,D,A,D,A,D,D,A,A,A,A,A,,A,A,A
828,D,F,A,,D,A,A,A,A,A,D,A,A,A,A,A
829,D,,D,,A,D,A,D,D,D,D,,A,A,,
830,A,D,D,A,A,D,F,A,,A,D,D,A,A,A,A
832,A,A,D,D,F,A,A,A,A,D,A,,A,A,,
833,D,F,,F,A,,D,A,A,D,D,A,,,D,A
834,F,D,A,A,D,,A,D,A,A,A,D,A,,A,D
835,D,A,,A,F,F,,,D,D,A,A,A,A,A,A
844,A,C,A,D,A,,,C,,D,,F,A,,A,
845,,D,A,A,A,,D,D,F,,F,,C,A,F,D
846,D,A,,,,A,A,F,A,A,D,A,,A,F,A
849,D,D,A,A,,F,A,A,D,A,D,A,C,,A,A
851,A,A,D,A,A,A,A,A,A,D,,A,D,F,,A
852,A,F,A,A,D,A,D,D,F,F,,,,A,A,A
854,,,A,D,D,A,A,A,D,,A,A,F,,F,
855,A,,A,F,D,,,A,A,A,A,D,D,A,A,A
860,A,A,,F,A,,,F,A,A,A,A,,D,A,A
863,A,,A,A,,A,A,A,D,D,F,,A,A,D,
864,D,,D,F,,,A,A,D,,D,A,A,D,D,A
865,F,D,D,D,D,D,A,A,,D,F,A,,,F,A
868,C,A,D,D,A,A,,A,A,F,D,A,D,A,,F
870,A,A,A,,A,A,,D,A,A,A,A,A,A,,
871,,A,A,D,,A,A,,F,A,A,A,A,A,A,A
872,C,A,A,D,A,A,D,D,,D,A,D,A,,,
875,A,D,A,A,,A,A,,A,A,A,D,D,,A,A
876,A,A,D,A,F,A,D,,,,A,A,D,A,A,
877,A,D,A,,A,D,F,D,A,A,A,A,,D,D,A
880,A,A,D,A,A,A,D,,D,A,D,F,A,,F,A
883,D,,,A,,F,D,A,,A,,D,A,,,F
884,,D,A,A,,,A,A,A,,F,D,,A,,D
885,A,,,,,,A,,D,A,A,F,,D,D,A
886,D,A,,D,A,,A,D,A,D,C,A,D,D,A,D
888,D,A,D,D,D,A,D,A,A,,D,D,F,D,A,A
889,A,A,A,D,,D,A,D,A,A,D,D,A,,A,A
890,A,D,A,D,A,D,,,A,F,D,A,F,A,A,
892,A,A,D,F,,A,D,,,D,A,F,A,A,A,A
893,D,A,D,,A,F,D,D,A,A,D,D,A,D,A,A
902,A,A,A,D,,,,A,,D,A,C,,,D,A
906,D,,A,F,,A,,,A,D,F,A,,A,A,F
908,,D,A,D,A,A,A,F,A,D,A,A,A,A,D,
909,A,D,D,,D,A,D,A,F,A,,,D,A,D,D
911,,,A,,D,A,D,A,A,A,A,A,A,F,F,A
912,A,A,D,D,,A,,D,A,D,D,D,A,A,D,D
914,A,A,A,D,D,A,A,A,A,A,A,,F,D,D,D
918,,D,A,A,,D,A,D,D,D,A,F,A,D,A,A
919,A,A,F,,,C,D,A,D,A,F,A,A,D,A,A
920,D,,D,D,A,F,,,D,,,A,A,A,D,
921,A,F,F,A,A,A,,D,A,A,D,,D,A,F,C
924,A,D,A,D,A,,F,D,,,A,D,A,D,A,A
925,D,A,D,A,,A,A,A,D,A,,D,A,A,,F
926,,,,,D,,D,D,,,A,C,A,D,A,D
928,,A,A,A,A,A,,C,A,F,A,,D,D,A,D
930,A,A,A,,A,D,A,D,,A,F,A,A,D,C,
932,A,A,D,D,D,F,A,D,A,A,D,F,D,F,A,A
933,A,A,A,,A,A,A,,A,D,,A,A,D,A,A
934,A,A,D,D,A,D,A,D,,A,A,D,A,F,D,A
935,A,D,A,A,A,D,D,F,D,A,A,,A,A,,F
937,,A,A,D,A,A,D,F,A,A,A,D,D,A,D,D
938,A,A,A,A,,,A,D,A,C,,D,D,A,A,A
940,,A,A,D,A,,A,D,,,D,A,A,A,D,A
942,F,,A,,A,A,F,D,A,A,A,D,A,D,,A
944,D,D,,A,A,A,A,A,A,F,A,D,A,C,D,A
945,D,A,A,,D,C,A,F,C,A,A,A,F,D,D,D
948,A,A,,,A,D,A,F,,,D,D,,,,F
950,A,D,D,C,A,F,F,A,A,A,D,A,,,,A
952,,A,,D,,,F,A,A,A,F,A,A,A,A,A
953,D,A,A,A,D,A,F,A,D,A,A,F,A,A,A,A
956,A,D,,A,A,D,A,A,A,A,F,A,D,F,A,A
958,,D,A,A,D,A,A,D,A,,D,A,A,D,,A
959,A,A,D,A,A,A,A,A,,D,,,,A,,A
961,D,,A,A,A,D,,A,D,A,,A,,A,A,A
963,D,,A,D,A,A,A,A,,D,A,F,D,D,D,D
964,D,A,D,,,A,A,A,D,A,D,,F,D,A,D
965,A,A,,A,,D,D,A,,A,A,,F,A,D,D
966,D,,A,D,F,D,A,D,D,,D,C,A,A,,D
967,A,,A,D,A,D,A,A,D,C,A,A,D,D,A,
972,F,A,D,,A,,D,,D,A,A,A,D,D,D,A
974,D,F,,D,A,D,,A,A,D,A,A,D,D,D,A
975,A,A,A,F,,D,D,A,D,F,D,F,A,D,A,D
976,D,D,,D,,A,D,D,A,D,D,,A,A,A,
977,D,D,A,,A,A,A,F,A,D,,A,A,A,,F
978,A,D,D,A,A,A,D,A,A,,A,A,D,D,D,
979,A,D,D,D,A,,A,,D,A,D,A,,A,A,F
981,A,A,A,D,,D,A,F,A,A,,D,D,D,A,A
982,A,A,,A,A,F,D,D,,A,A,F,A,A,F,A
983,,A,D,,,D,,D,D,D,A,A,A,,A,
984,A,A,C,,,D,,D,A,D,A,D,A,C,A,D
985,A,F,A,A,A,D,D,A,,D,C,F,D,A,A,A
989,A,A,,,,,A,,,,A,A,,D,D,
990,A,A,A,A,A,D,,A,A,,,,F,D,A,F
992,D,D,A,,,D,,A,F,D,A,,D,A,A,D
994,D,A,F,F,D,A,A,A,D,A,C,A,A,F,,F
997,A,,F,,A,D,A,D,A,A,A,A,,A,D,A
1000,,A,A,A,A,A,D,A,D,A,D,A,,A,D,A
1003,A,A,A,A,A,D,A,D,A,A,D,A,D,A,A,A
1004,,,A,A,A,,D,F,A,A,,A,D,A,,
1007,A,,A,A,,A,,D,D,,C,A,,A,A,A
1008,A,D,D,D,,A,A,A,A,A,F,A,D,D,D,
1010,D,A,D,D,A,A,D,D,D,A,D,D,A,A,A,A
1012,A,,,A,A,A,,A,A,D,A,A,D,,D,C
1015,,,A,D,D,A,,A,A,A,A,C,,D,A,A
1018,A,A,A,,A,A,A,F,D,A,A,D,A,A,D,D
1020,A,D,,A,D,D,D,A,F,D,D,D,A,A,A,
1022,D,A,,A,A,F,C,A,A,D,A,A,F,A,D,F
1023,A,A,A,A,A,A,A,A,A,A,A,A,D,A,D,D
1025,D,D,,C,A,,A,,D,,A,D,A,A,D,A
1026,,F,D,C,D,D,A,A,,,A,D,A,A,D,A
1027,F,A,A,D,,A,D,A,A,D,A,D,A,A,A,A
1028,F,A,D,D,A,D,A,A,A,D,,A,,A,D,D
1029,D,,A,A,A,A,A,,A,A,A,A,A,,D,
1034,D,D,A,A,A,A,D,A,,A,D,D,A,D,D,A
1035,A,A,,,D,,A,A,,A,D,A,A,,D,A
1036,A,,D,A,,A,A,D,A,D,A,,D,A,A,
1037,C,A,A,D,D,A,,,D,,D,F,A,D,D,D
1039,A,D,,A,A,A,D,A,,D,A,D,A,A,A,A
1041,A,A,A,D,A,A,D,A,D,,,D,,,,
1042,,D,D,D,,D,A,A,A,D,A,A,A,,A,A
1044,D,A,A,D,F,A,A,A,,A,D,A,,D,F,
1045,D,A,A,D,A,A,A,D,A,D,D,D,C,A,A,D
1046,D,D,A,A,,D,,D,A,,,A,,D,D,D
1047,A,,A,,A,D,A,D,A,A,A,A,A,,D,A
1048,D,F,F,,D,D,D,,F,D,,A,D,A,D,D
1051,A,,A,D,D,A,A,,A,A,,D,F,D,,D
1052,D,,D,D,F,A,D,D,D,A,A,F,A,A,A,A
1053,A,A,A,D,,A,D,D,,D,D,A,,D,,D
1054,A,F,F,A,A,A,A,,A,A,A,C,F,D,D,A
1055,D,D,,D,,D,C,A,D,,,D,D,A,A,A
1059,,A,A,A,D,,,F,A,D,,A,,A,A,D
1060,D,D,F,A,A,,,D,A,D,D,A,D,,A,
1063,D,A,F,A,,F,,A,A,D,D,C,,A,A,D
1064,A,D,D,D,A,A,,A,D,,A,A,D,D,A,A
1065,,D,A,D,D,F,F,,A,A,A,A,F,A,A,A
1066,,A,D,,,D,A,D,A,A,,A,,A,A,F
1067,A,D,D,C,A,A,,A,A,,A,A,D,D,A,A
1068,D,A,A,,D,D,A,A,D,A,A,,F,F,A,A
1071,D,A,D,D,A,A,D,A,A,D,,D,A,A,D,D
1073,A,,A,,,D,D,,A,A,D,,D,A,,
1074,D,,A,A,D,A,A,A,D,D,,F,A,A,C,
1077,F,C,A,,D,A,A,A,A,A,A,F,A,A,A,A
1079,D,A,A,A,D,A,A,A,D,,A,A,D,F,D,A
1080,A,D,,A,D,D,F,A,F,F,D,D,D,A,D,A
1081,D,A,,A,A,D,,A,A,A,,A,A,A,A,A
1082,,A,,D,A,,,F,A,A,D,,D,D,,
1083,D,A,A,F,F,A,C,F,D,A,,,,A,D,
1084,A,A,A,A,A,A,A,,A,,A,A,A,A,A,
1087,D,A,,,D,,,A,A,A,D,A,D,A,,A
1088,,A,D,A,A,C,A,,D,A,,A,,D,D,D
1089,D,D,A,D,F,D,F,A,F,A,A,A,A,A,D,F
1090,F,A,A,D,A,,F,A,A,A,A,A,D,A,A,A
1091,A,D,A,,,A,D,A,,A,F,,A,,A,A
1093,,A,A,D,A,F,,D,,,,A,D,D,A,F
1094,A,A,D,F,A,D,,A,D,A,,,,F,A,
1095,A,D,A,A,A,,,,A,A,D,A,A,A,D,
1096,,,A,A,D,F,A,,A,F,A,,A,A,A,A
1098,D,,,A,F,,A,,A,D,A,A,A,A,A,A
1099,,A,A,A,,F,A,A,C,A,A,A,A,A,A,
1100,D,A,A,A,A,A,A,D,C,C,A,A,,A,F,D
1102,A,D,,D,A,,A,A,D,A,A,,D,D,A,
1104,,D,A,F,A,A,D,F,A,,D,,A,F,D,C
1105,A,A,C,D,D,D,A,A,A,,A,A,A,A,D,
1106,A,A,,D,D,A,,A,F,A,,A,D,A,D,C
1107,,A,A,D,A,D,A,D,F,F,A,A,,A,A,F
1109,,D,D,A,A,A,A,D,,,A,F,A,A,A,F
1112,A,F,F,A,A,D,,,A,A,A,D,F,D,A,A
1113,A,A,A,A,A,D,A,D,A,A,A,A,,,A,A
1114,A,,,A,A,A,D,A,F,A,D,,,A,D,D
1115,C,F,,A,D,D,A,A,D,,D,,D,,D,D
1116,D,F,F,,,A,A,D,D,A,,F,D,A,D,A
1119,A,C,D,F,A,,A,D,,,D,,D,A,,A
1124,A,D,,A,,A,A,A,F,,A,D,,D,D,D
1126,A,A,A,,A,D,A,,D,C,D,A,,A,D,A
1127,A,A,A,D,D,,A,,D,D,,A,A,A,F,F
1130,,A,D,A,A,A,A,D,A,,A,A,D,A,D,
1131,A,D,A,D,D,F,C,,,A,,A,A,A,D,
1132,C,D,D,F,A,F,A,A,,A,A,A,A,D,A,A
1133,,,D,D,,F,D,,A,D,,A,A,A,A,A
1135,A,D,C,A,A,D,A,A,A,F,,A,A,A,A,
1136,F,D,D,A,A,,A,A,,A,D,A,D,,A,D
1137,A,A,,A,A,,,,A,,D,D,A,D,D,A
1143,D,A,A,D,A,D,F,,,A,A,A,D,A,,A
1146,A,A,F,D,D,A,F,D,D,A,D,D,A,F,D,
1150,A,D,C,,D,,D,A,A,,A,D,A,A,A,A
1156,,D,D,D,F,,D,D,,F,,D,D,D,A,D
1158,A,C,D,D,,A,D,A,A,A,A,A,A,,A,A
1160,A,A,A,,A,F,A,A,,,A,,A,,,A
1161,A,A,D,A,,A,A,A,D,D,A,A,D,,D,F
1162,D,A,D,D,A,A,A,A,A,D,D,D,A,,A,
1163,D,D,A,A,A,F,,A,A,D,A,A,F,,F,
1164,D,A,A,A,A,,D,D,,D,C,A,A,D,A,
1167,A,A,D,,D,A,D,A,,D,D,A,D,F,A,D
1168,,D,,C,,A,,A,D,D,A,A,A,A,,
1171,A,A,A,A,,A,D,A,C,A,A,,A,D,D,D
1172,F,F,A,C,F,F,D,A,D,C,D,D,D,,A,F
1173,,A,D,A,,A,F,A,A,D,A,A,D,A,A,A
1174,A,A,A,D,A,,F,F,D,D,A,A,A,A,F,A
1177,,D,F,,A,,D,,A,,D,,A,D,D,D
1181,,A,A,D,A,D,,A,D,A,A,A,A,A,D,D
1182,D,D,A,D,A,D,D,F,A,,A,A,A,A,A,
1184,D,D,,A,A,A,A,,A,,D,A,,A,A,A
1185,A,A,A,D,D,F,,A,D,,A,,C,,C,D
1186,A,A,D,D,A,A,F,D,D,A,,,A,A,A,D
1187,,A,A,A,A,,A,D,D,D,A,A,F,D,,
1188,,F,A,D,,F,A,A,,A,,D,A,A,C,
1189,A,,A,D,C,A,,A,,D,A,D,D,,A,A
1191,,C,D,A,,,A,A,A,A,A,,,,C,A
1192,A,A,A,D,A,,A,D,,D,A,D,F,A,D,A
1193,A,,,D,D,D,,A,D,,A,A,A,D,A,A
1194,,,D,A,A,A,F,C,A,D,C,F,A,,D,A
1195,D,D,D,,A,F,A,,A,D,D,D,,,D,A
1196,F,A,D,A,A,D,A,,A,,D,F,A,D,,D
1199,D,,A,,,,D,A,,D,A,A,A,D,A,D
1201,A,A,A,A,A,,D,,A,A,F,,,A,,A
1202,D,,A,A,,A,,D,A,F,A,A,A,A,A,D
1203,D,A,,,A,A,D,A,A,A,,A,A,A,A,A
1206,,A,D,D,,,,D,A,D,A,A,A,A,A,
1207,A,D,D,F,D,,A,A,D,D,,A,D,D,,A
1208,D,,A,D,F,A,A,D,D,F,A,,D,D,,A
1209,D,A,A,A,A,D,D,A,D,C,A,,,F,A,A
1210,D,D,A,A,D,A,,A,A,A,A,A,D,A,D,
1211,D,A,D,,A,D,C,A,,D,A,C,A,A,D,A
1213,D,A,D,A,D,D,A,A,,F,D,F,D,D,A,
1214,A,D,F,A,A,A,F,A,A,D,D,D,A,A,D,A
1219,,A,,C,D,A,A,A,A,A,D,D,F,F,,A
1220,A,,D,A,A,A,,A,A,,D,D,D,,A,A
1221,F,A,A,,A,A,,,D,,A,,,A,F,A
1222,A,,D,D,,A,D,D,A,D,,A,C,A,,D
1223,A,,D,A,A,A,,A,F,A,A,,A,A,A,A
1225,D,A,A,A,A,A,A,,,A,D,D,A,D,A,A
1227,A,A,D,D,A,A,A,,,,A,,F,A,A,A
1229,A,D,,,A,A,,,D,A,,,D,A,D,A
1230,D,D,,D,A,C,,A,F,D,F,,A,D,,
1232,A,A,A,A,A,,A,F,D,A,A,A,A,A,A,A
1233,A,F,D,D,A,D,D,D,A,D,A,F,D,A,F,D
1234,D,A,A,A,F,,D,,A,,,A,D,D,,A
1235,D,D,A,A,A,D,D,A,A,A,A,,,D,,
1238,A,,F,D,,D,,A,A,A,D,D,A,C,A,A
1239,A,A,A,A,A,,A,A,,D,A,D,,D,A,D
1240,A,F,A,A,D,A,C,A,A,,A,F,A,,D,
1241,D,D,A,D,D,A,A,A,A,D,,,D,,D,A
1243,A,A,F,D,A,D,D,A,A,A,A,A,A,,A,D
1245,,D,A,A,D,,D,A,A,,D,A,,A,A,A
1246,D,A,D,A,D,,A,D,A,A,D,C,D,A,A,A
1249,D,A,A,A,F,D,D,A,A,A,A,A,,,A,C
1251,,A,D,D,D,A,A,C,F,D,A,D,A,A,A,A
1254,,D,D,F,A,,,A,D,,A,A,,A,D,A
1255,D,D,F,A,D,A,D,D,D,A,C,,A,A,,A
1257,D,A,A,D,A,F,D,A,A,,D,,A,A,A,A
1259,F,D,A,D,F,A,C,D,A,,A,,,D,D,
1260,D,A,A,D,,,A,A,A,,A,A,A,A,A,A
1261,D,C,A,A,A,,D,D,F,A,A,A,A,F,,
1262,D,F,D,A,F,D,D,D,,A,A,F,A,F,,A
1263,,A,,A,F,A,,C,A,A,A,,,A,,
1264,A,F,C,A,F,D,F,A,A,,,D,D,A,A,A
1265,A,D,A,A,A,A,A,,F,A,,F,A,A,,
1267,A,,A,D,A,F,A,A,C,,A,D,,D,D,A
1269,,A,,D,A,A,D,D,D,A,D,D,A,,D,
1271,A,A,A,A,D,A,,D,D,A,D,A,F,A,A,
1272,F,A,,,D,D,F,A,D,A,D,,,F,F,D
1277,D,A,,,D,A,A,C,,A,A,A,D,,A,D
1279,C,A,A,A,A,C,A,A,A,A,A,D,D,D,A,C
1281,,D,A,A,C,A,,,D,D,,A,A,A,A,
1283,A,A,A,,D,A,A,F,,C,,F,A,F,A,
1284,A,D,D,A,A,D,D,A,A,A,D,A,,,A,F
1286,A,,D,A,A,A,A,A,D,A,D,D,A,,A,A
1287,A,D,F,,A,C,,A,D,,A,,A,A,,A
1289,A,F,A,,D,,A,F,A,D,A,A,D,F,A,
1291,D,,,D,A,A,A,A,C,,,F,A,D,A,A
1294,A,,,A,D,,D,A,,,A,D,A,D,,D
1295,D,A,D,A,,D,A,D,A,D,A,A,,A,,A
1297,A,F,A,D,A,,,,C,,,,D,D,,D
1301,,A,,A,A,,A,A,,,C,A,A,,F,A
1302,C,D,,A,A,D,A,A,,A,A,A,,D,A,A
1305,A,D,A,A,A,D,A,,A,A,A,A,A,D,A,A
1306,D,A,A,D,A,A,A,D,A,A,C,,C,,A,C
1307,A,A,A,F,A,A,D,A,A,A,D,A,F,F,A,D
1308,A,A,,D,,,D,A,A,F,D,,A,,D,D
1309,A,F,D,A,F,F,,D,A,F,D,A,D,A,,A
1310,F,A,D,,A,D,D,,A,D,,,A,D,A,A
1311,A,A,A,,D,D,A,A,A,A,F,A,,D,A,F
1312,D,,F,F,A,D,D,F,,D,A,,A,A,D,
1314,D,F,A,,,A,A,D,A,A,D,,A,F,A,A
1315,,F,A,,A,A,D,A,D,D,A,F,A,A,,D
1316,A,A,F,A,D,A,D,A,A,A,A,C,D,D,A,A
1321,F,D,A,A,A,D,,D,,,D,A,,D,A,D
1322,,A,A,D,C,A,D,,D,A,,D,A,A,A,A
1324,F,D,D,,A,,,F,D,D,,A,A,D,,
1325,A,A,A,A,A,A,,A,,C,D,A,D,A,A,A
1326,,D,F,,A,A,A,,A,A,A,A,D,A,A,D
1327,F,,A,A,A,A,A,D,A,A,A,D,D,A,A,D
1330,A,,A,A,,,F,D,A,D,A,F,,A,,
1332,A,,A,D,A,,A,F,D,,A,A,A,A,A,
1333,A,D,,A,,A,A,A,A,,A,A,A,A,,D
1334,,A,F,A,D,,,D,A,D,,A,A,D,,A
1335,A,D,A,A,A,A,A,A,A,A,A,A,D,A,A,A
1336,A,D,A,A,A,,A,A,D,,D,,A,A,D,D
1339,,,A,D,A,A,A,,,C,A,A,D,,A,A
1346,,D,,A,,D,D,A,D,D,D,D,,A,F,A
1351,A,D,D,A,D,D,,A,A,D,A,,D,A,D,A
1352,A,A,A,A,C,,A,,A,A,,D,A,,,F
1356,,,D,A,A,A,,A,,A,A,,A,A,D,D
1357,D,A,D,A,A,A,A,A,,,A,A,A,,D,A
1358,A,A,A,D,A,,C,A,A,A,D,D,,A,A,A
1359,A,A,D,C,,D,A,A,,A,A,D,,F,A,D
1361,D,A,A,A,,A,D,D,A,D,C,,A,,A,A
1363,A,A,A,F,,D,,A,F,,D,,C,F,D,
1369,,D,D,A,F,A,A,,A,A,D,A,A,A,,D
1371,A,A,D,D,D,,,A,A,A,A,A,,D,A,
1372,F,A,D,A,D,D,A,,A,A,,D,D,,,F
1373,A,A,A,D,,D,,D,A,A,D,A,A,D,D,F
1374,D,,A,,D,A,,A,D,,A,A,D,A,A,A
1375,A,,,A,A,,A,A,D,F,A,A,D,A,A,A
1377,,A,,D,F,C,,A,,,,D,A,D,A,A
1378,,D,D,A,D,A,,A,D,D,D,A,D,A,D,
1379,A,A,F,D,,D,,A,D,A,D,C,D,A,D,A
1380,,A,A,A,D,,D,D,A,D,A,A,,A,,D
1381,D,D,D,A,A,A,A,A,F,A,A,,D,,A,D
1382,D,A,A,A,,A,A,F,F,C,,A,A,A,,A
1384,D,,A,A,A,A,A,A,,,D,F,A,D,D,D
1385,A,D,A,,,A,D,A,A,A,A,A,A,A,A,
1387,A,F,,D,D,A,D,A,,D,,F,A,A,A,A
1389,A,D,A,A,A,,F,,A,D,A,,D,,A,D
1390,D,D,F,A,D,A,,,A,,D,,A,A,A,D
1394,D,A,,,A,,F,A,D,,,D,D,C,A,A
1395,A,F,A,,A,F,,F,A,,,A,A,A,D,A
1397,,,,D,A,A,A,,F,A,,F,D,D,A,A
1398,F,,,C,A,D,A,A,A,C,A,A,A,,D,A
1401,A,D,D,A,D,D,A,A,A,A,A,,,D,A,A
1402,F,C,,A,A,A,A,A,F,A,A,A,A,A,A,
1404,A,A,,A,A,,,D,D,,A,A,A,,A,
1405,,D,D,A,A,D,,,D,,A,A,D,C,F,D
1407,,A,A,D,,A,D,A,,A,A,D,A,,A,F
1408,A,A,A,A,D,D,A,,A,A,F,,F,D,C,A
1411,,D,,A,D,D,C,A,D,D,,D,,,D,
1413,D,A,D,A,D,A,,D,D,D,D,A,A,D,A,
1415,,F,A,,F,F,D,F,A,A,A,A,,D,,D
1416,D,A,A,A,A,D,A,A,A,D,D,D,,A,D,A
1417,D,D,A,F,D,D,A,A,A,A,D,A,,A,A,D
1421,A,,,D,A,A,A,,A,D,A,A,D,A,F,D
1423,D,A,A,A,D,A,D,D,A,D,D,A,A,A,,
1425,A,,,F,A,D,A,D,A,A,F,D,D,A,A,A
1426,F,F,C,A,D,,,D,A,A,A,F,,,A,A
1427,A,A,A,A,D,A,A,F,A,D,,D,A,A,A,D
1428,,F,A,,A,F,A,A,A,A,D,A,,A,A,A
1429,D,A,A,,A,,D,A,,,A,A,D,D,D,D
1430,A,A,D,A,A,A,D,D,D,,,A,D,,D,A
1431,A,A,A,D,A,A,F,A,,A,A,D,D,D,D,A
1434,D,A,D,D,,A,A,D,A,,A,,A,A,A,A
1435,F,A,A,A,A,,,D,D,A,D,D,,A,A,A
1437,A,A,,A,D,A,D,,A,D,A,,D,F,D,A
1439,A,A,A,A,,A,A,A,D,D,A,A,A,A,D,A
1443,,C,D,A,A,A,A,,A,A,,A,D,,A,D
1444,D,,,,,D,A,A,A,,,A,D,A,A,D
1445,D,,D,D,A,,A,F,F,A,A,F,A,A,D,C
1446,,A,D,A,,A,,,A,D,D,A,A,D,A,
1448,A,,A,A,D,D,D,A,A,D,D,D,A,A,A,D
1449,,A,,A,A,A,A,,A,A,,,A,D,A,A
1450,A,D,A,,A,D,A,D,A,A,,D,D,D,D,A
1451,A,A,A,D,,A,D,A,,,A,,D,A,A,D
1452,A,A,A,D,A,A,D,D,,A,A,D,A,,D,D
1454,D,D,,A,A,A,A,,A,D,A,,A,A,,
1455,,,F,D,A,A,A,D,D,D,A,D,A,A,A,D
1458,,A,A,A,F,A,D,A,C,F,,F,A,D,,A
1460,A,F,D,A,,A,,A,C,D,D,A,,A,A,A
1461,A,C,A,,,A,A,,D,D,A,A,C,A,F,C
1462,A,D,D,,,D,A,D,A,F,C,A,A,D,A,
1463,A,A,,A,A,D,,F,A,D,D,A,A,,D,D
1465,A,D,,A,,,A,D,A,D,A,,A,,D,A
1466,D,D,A,A,D,A,F,F,D,A,D,,D,A,D,
1467,A,A,A,,A,A,,D,A,A,,D,A,F,A,D
1469,D,A,,,D,,A,F,D,D,D,,D,A,A,A
1472,A,D,A,A,A,,A,,A,A,A,A,D,D,F,A
1474,A,C,A,D,A,,,D,A,A,A,F,F,A,,A
1475,A,A,A,A,F,D,A,D,A,F,,A,,A,A,D
1478,,,D,D,,A,D,D,A,,A,D,D,A,A,F
1480,D,D,A,A,A,A,D,A,D,A,D,A,F,A,C,A
1481,D,A,,A,A,A,D,,,,D,A,F,,A,D
1482,A,A,D,A,D,A,A,A,D,D,D,D,,A,D,A
1491,D,A,D,A,A,C,F,A,A,D,A,F,A,D,F,
1492,F,F,A,F,,D,,A,,A,D,A,D,A,A,A
1495,F,D,D,A,,A,D,A,,,A,,D,D,D,A
1499,,D,A,,,C,A,A,A,A,,,,F,D,
1501,,A,D,A,A,F,D,A,A,,A,A,A,D,,A
1505,A,,A,A,A,A,A,A,D,,A,C,A,A,A,
1506,A,D,A,D,A,A,D,,D,F,D,D,A,A,A,A
1507,A,D,D,A,,,A,A,A,A,A,D,A,A,A,A
1510,A,,D,,A,A,A,,A,D,A,D,D,F,A,A
1511,,,F,,,,A,A,,A,D,A,,,A,
1512,C,A,A,A,,A,A,F,C,A,A,F,A,A,A,A
1514,A,,F,F,D,A,A,A,,A,A,,A,,A,A
1518,A,A,D,A,A,,A,A,A,D,D,A,A,D,A,A
1521,A,D,,A,A,A,F,A,A,A,,A,D,D,D,
1522,C,A,F,,D,A,,A,A,F,F,A,D,D,D,
1524,A,A,,A,A,,,A,A,A,D,A,A,,A,A
1525,A,A,F,D,D,F,,,F,A,D,,A,A,,
1530,A,F,,A,,,,A,F,D,A,A,,A,A,A
1531,,A,A,A,A,,,D,A,,A,F,A,D,A,A
1532,D,A,A,D,D,A,A,A,,A,A,A,A,A,D,A
1535,A,D,A,,A,F,A,,F,D,F,A,F,A,F,A
1536,A,A,D,,A,F,A,,D,,,D,A,A,A,A
1539,A,A,A,A,,A,A,,D,A,A,A,D,F,D,A
1542,A,A,A,A,,A,A,A,A,,,D,A,,A,D
1543,,A,,A,A,,A,A,A,,D,A,A,D,,A
1544,D,D,A,D,A,A,,D,F,D,F,,A,A,C,D
1546,A,A,,,A,,A,,A,,A,A,A,,A,A
1548,,A,A,A,,F,,D,A,A,C,,D,,A,D
1549,A,D,A,A,A,D,F,A,,A,D,A,D,A,D,A
1550,A,,D,A,F,D,D,A,,A,D,,A,,,
1551,C,A,C,D,D,A,D,A,,,A,D,A,A,A,A
1553,A,A,D,,A,D,A,D,A,D,A,,,D,A,A
1554,D,D,,C,A,D,A,,,A,A,D,A,D,D,
1555,D,D,A,D,D,C,A,F,A,A,A,C,A,D,D,A
1556,A,F,D,D,A,F,A,A,A,D,A,A,A,D,A,A
1558,F,D,D,A,D,D,,A,F,D,A,A,A,D,A,D
1560,A,D,A,A,,A,A,D,D,A,,,A,,F,F
1561,A,A,D,D,A,,,A,A,A,A,D,D,D,D,D
1565,,,D,A,A,,,F,C,A,D,C,D,D,,A
